Majority.protein.IDs	Gene.names	razorUniqueCount	razorUniqueCount_MIAPACA...AG205.1	razorUniqueCount_MIAPACA...AG205.2	razorUniqueCount_MIAPACA...AG205.3	razorUniqueCount_MIAPACA...AG205.4	razorUniqueCount_MIAPACA...AG205.5	razorUniqueCount_MIAPACA.1	razorUniqueCount_MIAPACA.2	razorUniqueCount_MIAPACA.3	razorUniqueCount_MIAPACA.4	razorUniqueCount_MIAPACA.5	razorUniqueCount_wt...AG205.1	razorUniqueCount_wt...AG205.2	razorUniqueCount_wt...AG205.3	razorUniqueCount_wt...AG205.4	razorUniqueCount_wt...AG205.5	razorUniqueCount_wt.1	razorUniqueCount_wt.2	razorUniqueCount_wt.3	razorUniqueCount_wt.4	razorUniqueCount_wt.5	RawIntensity_MIAPACA...AG205.1	RawIntensity_MIAPACA...AG205.2	RawIntensity_MIAPACA...AG205.3	RawIntensity_MIAPACA...AG205.4	RawIntensity_MIAPACA...AG205.5	RawIntensity_MIAPACA.1	RawIntensity_MIAPACA.2	RawIntensity_MIAPACA.3	RawIntensity_MIAPACA.4	RawIntensity_MIAPACA.5	RawIntensity_wt...AG205.1	RawIntensity_wt...AG205.2	RawIntensity_wt...AG205.3	RawIntensity_wt...AG205.4	RawIntensity_wt...AG205.5	RawIntensity_wt.1	RawIntensity_wt.2	RawIntensity_wt.3	RawIntensity_wt.4	RawIntensity_wt.5	iBAQ_MIAPACA...AG205.1	iBAQ_MIAPACA...AG205.2	iBAQ_MIAPACA...AG205.3	iBAQ_MIAPACA...AG205.4	iBAQ_MIAPACA...AG205.5	iBAQ_MIAPACA.1	iBAQ_MIAPACA.2	iBAQ_MIAPACA.3	iBAQ_MIAPACA.4	iBAQ_MIAPACA.5	iBAQ_wt...AG205.1	iBAQ_wt...AG205.2	iBAQ_wt...AG205.3	iBAQ_wt...AG205.4	iBAQ_wt...AG205.5	iBAQ_wt.1	iBAQ_wt.2	iBAQ_wt.3	iBAQ_wt.4	iBAQ_wt.5	LFQIntensity_MIAPACA...AG205.1	LFQIntensity_MIAPACA...AG205.2	LFQIntensity_MIAPACA...AG205.3	LFQIntensity_MIAPACA...AG205.4	LFQIntensity_MIAPACA...AG205.5	LFQIntensity_MIAPACA.1	LFQIntensity_MIAPACA.2	LFQIntensity_MIAPACA.3	LFQIntensity_MIAPACA.4	LFQIntensity_MIAPACA.5	LFQIntensity_wt...AG205.1	LFQIntensity_wt...AG205.2	LFQIntensity_wt...AG205.3	LFQIntensity_wt...AG205.4	LFQIntensity_wt...AG205.5	LFQIntensity_wt.1	LFQIntensity_wt.2	LFQIntensity_wt.3	LFQIntensity_wt.4	LFQIntensity_wt.5	spectraCount_MIAPACA...AG205.1	spectraCount_MIAPACA...AG205.2	spectraCount_MIAPACA...AG205.3	spectraCount_MIAPACA...AG205.4	spectraCount_MIAPACA...AG205.5	spectraCount_MIAPACA.1	spectraCount_MIAPACA.2	spectraCount_MIAPACA.3	spectraCount_MIAPACA.4	spectraCount_MIAPACA.5	spectraCount_wt...AG205.1	spectraCount_wt...AG205.2	spectraCount_wt...AG205.3	spectraCount_wt...AG205.4	spectraCount_wt...AG205.5	spectraCount_wt.1	spectraCount_wt.2	spectraCount_wt.3	spectraCount_wt.4	spectraCount_wt.5	spectraCount	Potential.contaminant
818	Q01844	EWSR1	3	1	2	1	1	1	3	3	3	3	3	2	2	3	2	3	2	2	1	1	1	29483000	52073000	23001000	23240000	12702000	127210000	145290000	129470000	136060000	143560000	77692000	7206300	63960000	48714000	105100000	86997000	148200000	101030000	80429000	98673000	1734300	3063100	1353000	1367100	747150	7483000	8546600	7616000	8003400	8444700	4570100	423900	3762400	2865500	6182100	5117500	8717500	5942900	4731100	5804300	0	35742000	0	0	0	50098000	47855000	52734000	56686000	68198000	57407000	9296400	29603000	0	48253000	0	47723000	45791000	44002000	48664000	0	1	0	0	0	1	1	1	2	2	2	0	1	0	1	0	2	1	0	1	16	
819	Q01970	PLCB3	5	3	2	3	2	5	4	2	3	2	4	2	4	2	3	5	2	1	2	2	2	26133000	16862000	22430000	20192000	48013000	32291000	9378300	17317000	18508000	36090000	14848000	19619000	10450000	18222000	26464000	33761000	10364000	15804000	15052000	15263000	483950	312260	415360	373920	889120	597980	173670	320690	342730	668340	274960	363310	193520	337440	490070	625210	191930	292670	278750	282650	9671700	14731000	9647900	0	16628000	14381000	0	11493000	13010000	13214000	0	7089800	0	8249800	10416000	12903000	0	8935800	9485600	9467200	1	2	2	0	2	4	1	1	1	2	0	0	0	0	2	1	0	0	1	1	21	
820	Q02218	OGDH	30	25	25	21	25	24	26	28	27	27	24	27	24	24	29	28	21	23	18	20	19	1959200000	1636300000	1830400000	1654700000	2.467e+09	1972800000	1692300000	1950300000	1505500000	2165400000	2356300000	2176500000	2.044e+09	2581200000	2.055e+09	1187800000	1061700000	1115800000	994640000	914420000	43539000	36361000	40676000	36772000	54822000	43839000	37606000	43340000	33455000	48120000	52363000	48368000	45422000	57360000	45667000	26396000	23594000	24796000	22103000	20320000	228610000	221190000	255520000	215730000	231550000	276070000	256150000	279700000	236330000	276110000	292650000	297250000	308910000	300460000	291990000	115600000	93927000	110610000	111810000	107070000	23	20	20	23	29	35	31	30	30	29	36	28	25	32	35	21	15	19	16	17	514	
821	Q02224	CENPE	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	16725000	25463000	32158000	31548000	16781000	21276000	39842000	35618000	57460000	35702000	0	15220000	17151000	10557000	9217600	163810000	200170000	238030000	203650000	2.03e+08	102610	156220	197290	193550	102950	130520	244430	218510	352520	219030	0	93373	105220	64765	56550	1005000	1228000	1460300	1249400	1245400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	9	
822	Q02241	KIF23	6	6	4	6	6	4	6	5	5	4	5	5	4	4	6	3	5	4	2	4	1	94976000	64513000	111060000	102640000	95369000	120650000	94278000	105070000	81126000	113850000	61743000	52251000	53558000	75029000	24679000	84382000	72491000	60987000	67628000	24770000	1899500	1290300	2221200	2052900	1907400	2413000	1885600	2101400	1622500	2277000	1234900	1045000	1071200	1500600	493580	1687600	1449800	1219700	1352600	495410	29822000	27710000	39025000	32118000	29153000	44825000	40704000	41536000	44951000	39707000	22609000	19685000	23625000	22169000	17295000	18453000	16277000	22315000	18149000	0	5	2	2	1	2	3	5	3	3	3	2	1	0	3	0	3	1	3	1	2	45	
823	Q02543	RPL18A	6	5	6	6	6	6	6	6	5	4	5	6	6	6	6	5	5	5	6	5	5	870290000	792010000	873090000	737260000	1076800000	865450000	760890000	654530000	6.22e+08	865560000	1008300000	1207300000	1082400000	1080500000	852820000	817410000	885550000	972050000	825720000	698180000	96699000	88002000	97010000	81918000	119640000	96161000	84543000	72726000	69111000	96174000	112040000	134150000	120270000	120050000	94758000	90823000	98395000	108010000	91747000	77576000	174660000	194970000	194720000	169820000	196790000	208200000	201820000	199590000	211830000	207850000	250090000	272760000	270150000	212660000	254590000	179830000	203890000	215140000	203760000	181200000	6	4	3	4	7	7	5	6	4	5	8	6	7	8	7	5	7	7	6	7	119	
824	Q02790	FKBP4	2	2	1	1	2	1	1	1	0	0	0	2	2	2	1	2	1	0	2	1	1	35740000	35790000	4968200	36944000	36620000	16829000	2704500	0	0	0	33778000	24799000	23091000	9045400	19646000	27411000	0	5298700	4163100	29019000	1152900	1154500	160270	1191700	1181300	542880	87243	0	0	0	1089600	799960	744860	291790	633750	884210	0	170920	134290	936100	22876000	0	0	25517000	0	0	0	0	0	0	32323000	21581000	20262000	0	19994000	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0	3	0	1	1	0	0	0	1	0	0	12	
825	Q02809	PLOD1	5	4	3	4	3	5	4	3	4	4	2	4	4	5	4	4	3	3	3	3	4	70892000	57609000	69932000	50488000	103840000	43756000	37954000	52224000	27615000	22999000	50338000	48200000	48657000	61237000	35251000	60670000	58573000	52571000	43880000	48204000	1611200	1309300	1589400	1147500	2360100	994450	862600	1186900	627620	522710	1144100	1095400	1105900	1391700	801170	1378900	1331200	1194800	997280	1095500	26698000	17830000	28549000	19981000	22618000	9836300	15924000	14289000	16435000	14444000	16529000	16122000	17225000	15870000	12631000	15732000	15081000	15368000	13884000	12578000	2	0	2	1	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	11	
826	Q02878	RPL6	9	4	8	6	5	4	8	9	8	7	8	7	5	8	5	9	5	5	5	4	5	1398400000	1309500000	1436900000	1129300000	1.674e+09	1537500000	1364200000	1732200000	1.144e+09	1914400000	1774300000	1.669e+09	2342500000	1928700000	1885100000	2370200000	2338800000	2313300000	1815400000	1664600000	107570000	100730000	110530000	86871000	128770000	118270000	104940000	133250000	8.8e+07	147260000	136480000	128380000	180200000	148360000	1.45e+08	182320000	179900000	177950000	139650000	128040000	371890000	415890000	471480000	357410000	388190000	456560000	482110000	662820000	455770000	596780000	511860000	528480000	803490000	530550000	549650000	498410000	482630000	496640000	415700000	336050000	6	10	6	10	10	12	14	11	12	14	11	8	11	8	13	13	12	9	10	12	212	
827	Q02978	SLC25A11	6	5	4	4	4	4	4	3	5	5	4	5	4	3	4	4	5	4	4	4	4	91235000	60996000	83914000	60311000	89974000	82602000	54910000	71311000	67404000	88273000	251810000	97427000	84056000	122900000	92690000	149050000	131170000	133370000	69684000	82766000	5366800	3588000	4936100	3547700	5292600	4858900	3230000	4194800	3965000	5192500	14812000	5731000	4944500	7229200	5452300	8767700	7715700	7845100	4099000	4868600	32826000	30787000	34904000	27519000	24298000	35451000	31781000	32501000	34843000	35048000	44961000	42260000	49376000	48933000	45999000	39258000	33389000	35673000	32312000	24187000	3	3	3	2	2	3	2	4	3	3	5	2	2	2	4	4	3	1	2	1	54	
828	Q03001	DST	129	103	95	99	93	103	105	98	88	82	93	87	83	68	83	78	104	103	103	101	101	4149300000	2881600000	3414500000	3095500000	4928900000	2459800000	1984100000	2036900000	1626200000	2290600000	1949500000	1887700000	1.55e+09	1923200000	1421900000	6032900000	6779100000	6095800000	5763600000	5785900000	9671900	6717100	7959100	7215600	11489000	5733800	4624900	4748000	3790700	5339400	4544400	4400200	3613000	4483100	3314500	14063000	15802000	14209000	13435000	13487000	140620000	136110000	135180000	137030000	141580000	101630000	100350000	96983000	102920000	96871000	88746000	87899000	95379000	87223000	82768000	163310000	170250000	1.72e+08	172290000	177980000	88	64	57	68	100	68	48	49	32	46	50	31	31	48	31	106	113	101	99	91	1321	
829	Q03135	CAV1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	24360000	15395000	14965000	11368000	25493000	31833000	22676000	20703000	13037000	22800000	15885000	16010000	13493000	17113000	12840000	20262000	21101000	26879000	16976000	0	2436000	1539500	1496500	1136800	2549300	3183300	2267600	2070300	1303700	2280000	1588500	1601000	1349300	1711300	1284000	2026200	2110100	2687900	1697600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	2	1	1	1	2	0	1	0	1	1	1	1	0	19	
830	Q03252	LMNB2	3	1	0	1	1	0	3	2	3	3	2	0	0	0	0	0	1	1	1	1	0	5168900	0	2825500	10263000	0	31057000	29231000	42603000	37979000	38146000	0	0	0	0	0	5695900	8590700	7903600	6868600	0	139700	0	76365	277370	0	839370	790010	1151400	1026400	1031000	0	0	0	0	0	153940	232180	213610	185640	0	0	0	0	0	0	13779000	18753000	19637000	18487000	17794000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	5	
831	Q04637	EIF4G1	10	7	9	8	7	7	8	8	8	9	8	8	8	8	8	9	9	9	9	9	10	193150000	117430000	152880000	108360000	168520000	162150000	159290000	191540000	155330000	177440000	214090000	223720000	198600000	234050000	201900000	451640000	400160000	404290000	373760000	307570000	2840400	1726900	2248300	1593500	2478300	2384500	2342400	2816800	2284300	2609400	3148500	3289900	2920500	3441900	2969100	6641700	5884600	5945400	5496500	4523000	36022000	26036000	33369000	35752000	30084000	36938000	45163000	51227000	46117000	42857000	43143000	34999000	49236000	45929000	42857000	57891000	54822000	59741000	56308000	49400000	6	5	6	6	8	9	9	9	7	9	11	7	7	11	13	12	10	8	11	12	176	
832	Q04760	GLO1	2	1	2	1	1	2	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	34202000	36928000	36616000	37186000	56817000	29708000	17894000	34009000	7505600	36737000	32974000	24547000	16299000	32946000	30180000	16973000	22263000	21726000	8502700	18915000	3109300	3357100	3328700	3380500	5165200	2700700	1626800	3091800	682320	3339700	2997700	2231500	1481700	2995100	2743600	1543000	2023900	1975100	772980	1719500	15989000	18136000	21251000	22645000	17305000	10895000	10355000	16417000	0	14799000	13837000	14457000	9393300	17477000	14317000	0	7108600	7307800	0	6983000	3	2	3	3	2	3	2	3	2	2	2	2	1	2	4	2	1	1	1	2	43	
833	Q04828;P52895	AKR1C1;AKR1C2	5	5	5	5	5	3	5	4	4	4	4	4	4	3	1	4	2	3	4	2	2	116480000	77545000	95605000	96301000	143740000	67842000	41560000	63365000	26087000	55549000	65917000	47020000	50731000	46143000	28885000	11159000	36688000	45116000	34390000	30280000	6130700	4081300	5031800	5068500	7565300	3570700	2187400	3335000	1373000	2923600	3469300	2474700	2670100	2428600	1520200	587330	1931000	2374500	1810000	1593700	38327000	37210000	41406000	43253000	45173000	26185000	19178000	31780000	18695000	27153000	27292000	21068000	26122000	21528000	17331000	0	10225000	12726000	12824000	10023000	6	5	4	5	4	2	2	4	3	3	3	2	2	1	3	0	0	1	0	0	50	
834	Q04837	SSBP1	3	3	3	3	3	3	3	3	2	2	2	3	2	2	2	3	3	3	3	2	3	117720000	95250000	79989000	87329000	112230000	94779000	99155000	67622000	42146000	66084000	65699000	68011000	54448000	89776000	80345000	136950000	125100000	92333000	70845000	70073000	14715000	11906000	9998600	10916000	14028000	11847000	12394000	8452800	5268300	8260500	8212300	8501400	6805900	11222000	10043000	17119000	15637000	11542000	8855700	8759100	33580000	36659000	29960000	33939000	38201000	48271000	42204000	35703000	27799000	43956000	31619000	27762000	38318000	35589000	46158000	39971000	35602000	41570000	31700000	35182000	3	3	2	5	2	3	4	2	2	2	2	3	1	2	3	2	2	6	2	3	54	
835	Q05519	SRSF11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78120000	157760000	140760000	159740000	151980000	34362000	127500000	63256000	87888000	55831000	80449000	99188000	340180000	81289000	62580000	46264000	34694000	39745000	51299000	31941000	6510000	13146000	11730000	13312000	12665000	2863500	10625000	5271300	7324000	4652600	6704100	8265700	28349000	6774100	5215000	3855300	2891200	3312100	4274900	2661700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4	
836	Q05639	EEF1A2	5	4	4	4	4	5	5	3	4	4	4	4	4	4	3	5	3	4	4	4	4	267530000	159360000	273880000	214740000	392270000	183660000	104870000	115780000	70395000	156220000	140540000	130120000	134080000	122640000	104680000	171560000	197420000	177420000	140700000	210920000	12739000	7588600	13042000	10226000	18679000	8745600	4993900	5513100	3352100	7439100	6692400	6196300	6384700	5840200	4984600	8169600	9400900	8448700	6700200	10044000	82739000	62407000	88638000	92174000	84692000	58576000	39938000	35299000	32103000	51506000	66837000	5.8e+07	74339000	72549000	37094000	41948000	43849000	44891000	40110000	44838000	4	2	5	6	7	4	3	2	1	3	4	3	2	2	2	2	2	2	1	3	60	
837	Q06323	PSME1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12890000	10072000	12205000	10019000	18215000	8237200	6105100	4621300	4671000	6522000	12942000	15426000	12297000	7632300	9115000	12821000	11335000	14836000	11214000	8502000	859340	671450	813670	667940	1214300	549150	407010	308090	311400	434800	862780	1028400	819830	508820	607660	854760	755680	989090	747610	566800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	
838	Q06481	APLP2	3	3	1	1	2	2	0	1	1	1	1	2	1	2	2	2	1	1	1	1	1	36187000	29843000	33501000	37607000	47204000	0	4132300	5222900	4501600	5708200	46170000	40953000	50550000	68526000	46030000	13047000	12452000	16193000	10392000	10191000	1033900	852660	957180	1074500	1348700	0	118070	149230	128620	163090	1319100	1170100	1444300	1957900	1315100	372770	355780	462670	296900	291170	25759000	27042000	0	27768000	25775000	0	0	0	0	0	33510000	38195000	47784000	48239000	28836000	0	0	0	0	0	2	1	2	1	1	0	0	1	1	0	2	2	3	2	1	1	1	1	1	1	24	
839	Q06787	FMR1	12	7	6	5	7	9	10	11	9	9	10	12	12	9	11	11	11	10	11	10	10	132630000	115480000	115850000	148860000	266930000	358410000	368990000	346920000	235120000	370640000	404890000	423420000	382290000	445550000	464220000	711120000	650380000	545930000	606040000	563720000	4019100	3499400	3510500	4511000	8088700	10861000	11181000	10513000	7124700	11232000	12269000	12831000	11584000	13502000	14067000	21549000	19709000	16543000	18365000	17082000	27419000	32334000	32999000	31673000	36514000	70544000	81134000	75853000	78054000	71511000	71639000	71082000	81848000	62545000	84541000	76735000	71830000	68613000	73754000	70078000	2	4	3	2	1	5	10	7	6	8	9	7	8	5	11	8	9	12	7	8	132	
840	Q06830	PRDX1	7	7	5	6	5	6	6	6	7	5	5	7	6	4	6	5	5	5	4	5	4	621790000	384750000	414130000	328630000	689540000	373580000	315700000	371420000	263920000	272190000	580500000	552190000	227490000	483560000	409390000	540100000	479170000	465670000	519070000	181860000	41453000	25650000	27609000	21908000	45970000	24905000	21047000	24761000	17595000	18146000	38700000	36812000	15166000	32237000	27293000	36007000	31945000	31045000	34605000	12124000	124480000	134310000	119820000	127790000	129860000	94652000	90802000	98405000	114530000	109610000	135840000	137480000	111190000	115940000	119460000	91127000	84612000	90443000	96421000	92834000	6	4	5	4	6	4	4	2	3	3	9	6	2	5	6	6	5	6	5	3	94	
841	Q07020	RPL18	6	4	5	5	6	4	6	6	5	6	6	5	4	5	5	5	4	4	3	4	5	1176300000	1343900000	1401300000	1030200000	1328800000	1.518e+09	1205600000	1405400000	1568800000	1835400000	1864200000	1376900000	1660100000	1996500000	2006700000	1264900000	1139100000	1641700000	1390600000	1393800000	168040000	191990000	200190000	147170000	189830000	216850000	172230000	200780000	224110000	262210000	266310000	196700000	237150000	285210000	286670000	180700000	162730000	234520000	198660000	199120000	344510000	394860000	412970000	445840000	326850000	410100000	452830000	507520000	603830000	511840000	546580000	587610000	626710000	582480000	672830000	359530000	338760000	466450000	467360000	410830000	4	5	7	5	4	6	8	5	7	5	5	5	8	5	6	4	5	6	6	7	113	
842	Q07021	C1QBP	7	6	6	7	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	7	7	353690000	281910000	334090000	295440000	503960000	344490000	343620000	347290000	278440000	394140000	317460000	289500000	250170000	405710000	362470000	855660000	6.97e+08	845370000	774130000	6.59e+08	27207000	21685000	25699000	22726000	38766000	26500000	26432000	26714000	21418000	30319000	24420000	22269000	19244000	31208000	27882000	65820000	53615000	65029000	59549000	50692000	79620000	79396000	71204000	82888000	85675000	86319000	98461000	90386000	96198000	87452000	83375000	86084000	71810000	84421000	93693000	150200000	117120000	146440000	138950000	116830000	10	8	9	9	11	11	13	11	13	14	8	9	9	10	11	12	16	12	15	14	225	
843	Q07065	CKAP4	3	2	2	3	2	3	2	2	2	3	3	3	2	3	3	3	2	2	2	2	2	53891000	55097000	80305000	63743000	83581000	37405000	32871000	33161000	44127000	39326000	73829000	57680000	88495000	102230000	70390000	77597000	83144000	66069000	70866000	64373000	1418200	1449900	2113300	1677400	2199500	984330	865040	872660	1161200	1034900	1942900	1517900	2328800	2690300	1852400	2042000	2188000	1738700	1864900	1694000	25610000	34027000	38007000	36333000	25894000	17170000	19125000	16156000	23554000	13364000	27597000	29345000	40599000	37112000	33057000	23553000	21149000	22059000	19855000	23460000	2	2	2	2	2	1	1	1	2	1	3	2	2	3	3	1	1	1	1	1	34	
844	Q07157	TJP1	21	13	14	13	16	13	12	14	12	14	12	13	12	12	14	14	16	16	14	13	15	520530000	481910000	421680000	4.62e+08	543990000	332180000	326790000	355370000	294630000	311540000	436280000	430990000	400650000	480470000	548500000	2146700000	2173500000	2085300000	1856400000	1707200000	5720100	5295700	4633800	5076900	5977900	3650300	3591100	3905200	3237700	3423500	4794300	4736200	4402700	5279900	6027500	23590000	23884000	22915000	20400000	18761000	94870000	112770000	93455000	110090000	88863000	74552000	81851000	87683000	92626000	73829000	97805000	96113000	97924000	101140000	131030000	271140000	272220000	276430000	277340000	281680000	9	10	7	10	12	11	9	7	10	8	12	9	7	9	13	18	20	15	15	15	226	
845	Q07666	KHDRBS1	5	4	4	2	3	3	5	4	4	3	4	2	2	3	2	5	4	3	2	2	3	432790000	274050000	227010000	213130000	441100000	1117600000	690700000	790110000	550040000	937350000	375450000	294940000	231460000	331310000	529180000	777250000	695140000	575900000	435740000	441950000	39345000	24913000	20637000	19376000	40100000	101600000	62791000	71828000	50004000	85213000	34132000	26812000	21042000	30119000	48107000	70659000	63195000	52354000	39613000	40177000	179380000	129210000	125770000	124480000	167290000	469530000	329410000	391170000	324020000	414820000	206060000	171250000	143800000	168210000	242350000	248350000	232440000	207270000	182640000	180290000	5	4	4	3	4	8	7	5	6	5	7	5	5	6	9	8	7	3	3	4	108	
846	Q07955	SRSF1	11	11	10	10	11	10	11	11	11	11	10	10	10	11	11	11	11	11	11	11	11	1172400000	1.007e+09	1016100000	1105600000	1348200000	1738700000	1636700000	1.904e+09	1961200000	1929100000	1.998e+09	2444200000	1997400000	2183500000	2361900000	3145900000	3493500000	3126900000	3633600000	3452200000	90186000	77463000	78165000	85043000	103710000	133750000	125900000	146460000	150860000	148390000	153690000	188010000	153650000	167960000	181680000	241990000	268730000	240530000	279510000	265550000	200570000	230810000	234630000	250920000	198890000	384330000	428600000	427810000	519440000	380320000	391190000	538340000	476230000	420700000	563320000	522860000	509150000	505880000	534250000	503690000	10	9	10	10	12	16	15	19	19	16	15	15	13	13	18	21	22	17	18	23	311	
847	Q07960	ARHGAP1	4	3	3	3	3	4	3	4	2	2	3	2	4	3	2	2	2	3	1	3	1	69587000	32724000	41544000	46126000	94386000	18200000	22873000	21247000	16365000	24236000	33942000	63140000	41751000	33431000	33979000	35904000	36949000	13411000	27177000	11170000	2577300	1212000	1538700	1708400	3495800	674060	847140	786940	606120	897640	1257100	2338500	1546300	1238200	1258500	1329800	1368500	496710	1006500	413710	30789000	0	14209000	15792000	26970000	8341100	8238700	13752000	13493000	9368100	21432000	21175000	15495000	16157000	17673000	13998000	9564100	0	8595200	0	3	0	1	1	2	1	0	2	1	2	2	3	1	2	1	1	0	1	1	0	25	
848	Q08170	SRSF4	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	10268000	5312000	9614100	15565000	0	26609000	14528000	18976000	17192000	0	27346000	22333000	24801000	24015000	27020000	46526000	37782000	43234000	31048000	27596000	789830	408610	739550	1197300	0	2046900	1117600	1459700	1322500	0	2103500	1717900	1907800	1847300	2078400	3578900	2906300	3325700	2388300	2122800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	2	0	1	1	1	1	10	
849	Q08211	DHX9	38	28	27	26	25	30	33	30	34	30	32	32	30	27	32	34	30	32	33	31	29	1.229e+09	943360000	1095400000	996770000	1245500000	1959800000	1700600000	1787100000	1497900000	2068400000	1665600000	1679200000	1344700000	1706800000	1758700000	3260600000	4054700000	4.162e+09	3556600000	3563900000	20147000	15465000	17958000	16340000	20419000	32128000	27879000	29297000	24555000	33909000	27305000	27527000	22044000	27981000	28832000	53452000	66470000	68229000	58306000	58425000	106190000	104940000	113040000	117850000	111150000	164040000	189460000	172640000	187040000	181530000	155240000	153230000	182740000	168240000	198940000	198300000	220430000	233850000	245690000	247870000	21	16	15	16	27	29	33	36	25	34	28	24	25	28	30	28	39	40	33	39	566	
850	Q08380	LGALS3BP	3	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	1	25659000	34964000	24975000	19728000	30945000	7160500	7324100	11869000	21478000	21714000	14644000	8714900	22633000	10814000	26713000	25369000	54413000	55860000	75625000	43468000	986890	1344800	960560	758750	1190200	275400	281690	456490	826070	835160	563230	335190	870500	415920	1027400	975710	2092800	2148500	2908700	1671800	0	27503000	0	0	0	0	0	0	16683000	0	11649000	0	0	0	17960000	0	0	0	0	0	1	3	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	9	
851	Q08431	MFGE8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	61943000	36658000	54313000	64404000	94323000	61196000	40368000	40316000	23731000	56113000	52572000	62117000	64764000	43424000	52500000	38502000	27430000	30704000	38189000	20558000	2581000	1527400	2263000	2683500	3930100	2549800	1682000	1679800	988780	2338100	2190500	2588200	2698500	1809300	2187500	1604200	1142900	1279300	1591200	856580	33340000	29942000	31481000	38139000	37360000	36327000	31638000	30274000	26518000	33569000	34229000	49579000	40181000	0	36517000	22959000	18623000	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	6	
852	Q08945	SSRP1	16	13	13	14	11	14	13	13	13	13	14	14	14	13	13	15	14	13	13	15	13	478770000	502340000	476800000	323080000	721970000	732060000	6.77e+08	656430000	549940000	777390000	582460000	680610000	501760000	587190000	664460000	835340000	880880000	889110000	894740000	696200000	15959000	16745000	15893000	10769000	24066000	24402000	22567000	21881000	18331000	25913000	19415000	22687000	16725000	19573000	22149000	27845000	29363000	29637000	29825000	23207000	75482000	86764000	84178000	81687000	76927000	128760000	135370000	107630000	118120000	118430000	90423000	99340000	100820000	87053000	123050000	85716000	92848000	95120000	93722000	85900000	9	8	8	7	11	12	9	10	10	14	11	11	12	11	12	14	13	12	11	10	215	
853	Q08AM6	VAC14	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2641100	2103400	3818600	2131100	4080600	2113200	1430300	0	0	2105800	4989400	5856500	3165300	3735100	1281700	5813100	4068400	7855300	5247400	3038100	67721	53933	97912	54644	104630	54185	36673	0	0	53995	127930	150170	81162	95772	32863	149050	104320	201420	134550	77900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	4	
854	Q09028	RBBP4	7	5	4	5	5	4	5	6	6	6	6	4	1	4	3	3	4	5	6	4	2	196300000	124430000	158630000	164010000	185170000	182300000	187790000	201760000	181520000	205720000	103010000	65780000	88681000	88686000	8.5e+07	138850000	161010000	162470000	128720000	38749000	14021000	8888000	11331000	11715000	13227000	13021000	13414000	14411000	12966000	14694000	7358100	4698600	6334400	6334700	6071400	9918000	11501000	11605000	9194000	2767800	69058000	78427000	72645000	71309000	100380000	86518000	103280000	99899000	92551000	87158000	45267000	0	25706000	48415000	68784000	66798000	51528000	39629000	54587000	0	0	1	2	1	1	4	3	3	2	1	1	0	0	1	2	1	1	1	1	1	27	
