Majority.protein.IDs	Gene.names	razorUniqueCount	razorUniqueCount_MIAPACA...AG205.1	razorUniqueCount_MIAPACA...AG205.2	razorUniqueCount_MIAPACA...AG205.3	razorUniqueCount_MIAPACA...AG205.4	razorUniqueCount_MIAPACA...AG205.5	razorUniqueCount_MIAPACA.1	razorUniqueCount_MIAPACA.2	razorUniqueCount_MIAPACA.3	razorUniqueCount_MIAPACA.4	razorUniqueCount_MIAPACA.5	razorUniqueCount_wt...AG205.1	razorUniqueCount_wt...AG205.2	razorUniqueCount_wt...AG205.3	razorUniqueCount_wt...AG205.4	razorUniqueCount_wt...AG205.5	razorUniqueCount_wt.1	razorUniqueCount_wt.2	razorUniqueCount_wt.3	razorUniqueCount_wt.4	razorUniqueCount_wt.5	RawIntensity_MIAPACA...AG205.1	RawIntensity_MIAPACA...AG205.2	RawIntensity_MIAPACA...AG205.3	RawIntensity_MIAPACA...AG205.4	RawIntensity_MIAPACA...AG205.5	RawIntensity_MIAPACA.1	RawIntensity_MIAPACA.2	RawIntensity_MIAPACA.3	RawIntensity_MIAPACA.4	RawIntensity_MIAPACA.5	RawIntensity_wt...AG205.1	RawIntensity_wt...AG205.2	RawIntensity_wt...AG205.3	RawIntensity_wt...AG205.4	RawIntensity_wt...AG205.5	RawIntensity_wt.1	RawIntensity_wt.2	RawIntensity_wt.3	RawIntensity_wt.4	RawIntensity_wt.5	iBAQ_MIAPACA...AG205.1	iBAQ_MIAPACA...AG205.2	iBAQ_MIAPACA...AG205.3	iBAQ_MIAPACA...AG205.4	iBAQ_MIAPACA...AG205.5	iBAQ_MIAPACA.1	iBAQ_MIAPACA.2	iBAQ_MIAPACA.3	iBAQ_MIAPACA.4	iBAQ_MIAPACA.5	iBAQ_wt...AG205.1	iBAQ_wt...AG205.2	iBAQ_wt...AG205.3	iBAQ_wt...AG205.4	iBAQ_wt...AG205.5	iBAQ_wt.1	iBAQ_wt.2	iBAQ_wt.3	iBAQ_wt.4	iBAQ_wt.5	LFQIntensity_MIAPACA...AG205.1	LFQIntensity_MIAPACA...AG205.2	LFQIntensity_MIAPACA...AG205.3	LFQIntensity_MIAPACA...AG205.4	LFQIntensity_MIAPACA...AG205.5	LFQIntensity_MIAPACA.1	LFQIntensity_MIAPACA.2	LFQIntensity_MIAPACA.3	LFQIntensity_MIAPACA.4	LFQIntensity_MIAPACA.5	LFQIntensity_wt...AG205.1	LFQIntensity_wt...AG205.2	LFQIntensity_wt...AG205.3	LFQIntensity_wt...AG205.4	LFQIntensity_wt...AG205.5	LFQIntensity_wt.1	LFQIntensity_wt.2	LFQIntensity_wt.3	LFQIntensity_wt.4	LFQIntensity_wt.5	spectraCount_MIAPACA...AG205.1	spectraCount_MIAPACA...AG205.2	spectraCount_MIAPACA...AG205.3	spectraCount_MIAPACA...AG205.4	spectraCount_MIAPACA...AG205.5	spectraCount_MIAPACA.1	spectraCount_MIAPACA.2	spectraCount_MIAPACA.3	spectraCount_MIAPACA.4	spectraCount_MIAPACA.5	spectraCount_wt...AG205.1	spectraCount_wt...AG205.2	spectraCount_wt...AG205.3	spectraCount_wt...AG205.4	spectraCount_wt...AG205.5	spectraCount_wt.1	spectraCount_wt.2	spectraCount_wt.3	spectraCount_wt.4	spectraCount_wt.5	spectraCount	Potential.contaminant
31	P07951;CON__Q3SX28;P09493	TPM2;TPM1	2	1	2	2	2	0	2	2	2	2	1	2	2	2	2	2	0	0	0	0	0	5523900	54730000	16717000	41704000	0	33367000	32062000	32160000	28344000	28104000	93656000	61729000	82510000	71318000	24592000	0	0	0	0	0	345240	3420600	1044800	2606500	0	2085400	2003900	2010000	1771500	1756500	5853500	3858100	5156900	4457400	1537000	0	0	0	0	0	0	40861000	0	32769000	0	23796000	29258000	27381000	30061000	0	45323000	33587000	80922000	56893000	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	2	2	1	0	0	0	0	0	14	+
32	CON__Q3ZBS7		5	4	5	5	5	5	5	4	4	3	3	4	3	4	3	3	2	3	3	3	3	199900000	203840000	215880000	232340000	216620000	110360000	54853000	85260000	55351000	44809000	87201000	69662000	99912000	62375000	61971000	28032000	41047000	45794000	36086000	41478000	11759000	11991000	12699000	13667000	12742000	6491600	3226700	5015300	3255900	2635800	5129400	4097800	5877200	3669100	3645300	1648900	2414500	2693800	2122700	2439900	50349000	55988000	55388000	72604000	59214000	35726000	35658000	32605000	38067000	31867000	37087000	38526000	44458000	34224000	38833000	16668000	14224000	15933000	13495000	15681000	1	1	2	2	5	3	3	1	2	2	2	2	2	3	2	0	1	1	1	1	37	+
33	Q5XKE5;CON__Q8VED5;CON__Q5XKE5	KRT79	2	1	2	1	0	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	101080000	294730000	102740000	0	130690000	46064000	87655000	0	59156000	7087300	8033400	245970000	213620000	200870000	171870000	204550000	135860000	13218000	10639000	113390000	3610100	10526000	3669500	0	4667500	1645100	3130500	0	2112700	253120	286910	8784500	7629300	7173800	6138100	7305400	4852100	472060	379970	4049800	0	192290000	0	0	0	0	0	0	0	0	0	157190000	0	0	0	0	0	0	0	0	1	2	1	0	1	1	1	0	1	0	0	2	1	1	1	1	1	0	0	1	16	+
34	Q99456;CON__Q99456	KRT12	2	2	2	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	0	1	156090000	151270000	184830000	87039000	27393000	19314000	113160000	77439000	130640000	139030000	132360000	43542000	53767000	50698000	29647000	127140000	168030000	135610000	0	183570000	6243500	6050800	7393300	3481600	1095700	772550	4526300	3097600	5225500	5561200	5294600	1741700	2150700	2027900	1185900	5085800	6721000	5424500	0	7342700	0	0	0	0	0	0	0	0	109290000	75209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	4	+
35	E9PAV3;Q13765;Q9BZK3	NACA;NACAP1	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	174090000	135860000	96681000	125070000	192460000	152800000	134750000	144840000	111850000	116900000	81979000	86923000	118990000	160460000	61546000	302770000	261200000	262060000	255690000	182810000	1642300	1281700	912090	1179900	1815600	1441500	1271200	1366400	1055200	1102800	773380	820030	1122600	1513700	580620	2856300	2464200	2472300	2412100	1724600	66754000	64061000	62772000	52791000	58702000	72823000	71112000	64940000	60066000	63989000	56737000	59933000	56081000	63389000	47320000	66812000	64630000	64968000	73437000	56139000	1	1	0	0	0	3	3	1	1	1	0	1	0	1	1	0	0	1	1	0	16	
36	O00148;Q13838	DDX39A;DDX39B	3	3	1	2	3	1	2	2	2	2	2	3	3	1	2	2	3	1	3	3	2	40566000	26001000	20050000	77939000	24560000	37690000	54112000	49886000	11346000	43082000	43281000	46361000	13497000	10263000	8722500	90482000	31201000	88793000	87839000	49349000	2135000	1368500	1055200	4102000	1292600	1983700	2848000	2625600	597170	2267500	2277900	2440000	710360	540170	459080	4762200	1642200	4673300	4623100	2597300	0	0	0	29349000	0	0	39489000	34599000	0	0	19157000	20530000	0	0	0	22833000	0	23184000	25191000	25540000	1	1	1	1	1	1	2	2	1	1	1	1	0	1	1	1	1	1	1	1	21	
37	O00159	MYO1C	53	43	48	44	47	45	47	47	51	51	50	44	42	46	47	47	44	42	45	39	44	3.6068e+10	2.9714e+10	3.0719e+10	3.4377e+10	4.1544e+10	2.8498e+10	2.4328e+10	2.9041e+10	2.4408e+10	3.3972e+10	4.3348e+10	4.5321e+10	4.1117e+10	5.3397e+10	3.4397e+10	4.0347e+10	3.7864e+10	3.4824e+10	3.1986e+10	3.6782e+10	644070000	530610000	548560000	613870000	741860000	508900000	434440000	518590000	435870000	606640000	774080000	809300000	734240000	953520000	614230000	720480000	676150000	621860000	571180000	656820000	2193900000	2456100000	2410400000	2743400000	2207800000	2005300000	2100100000	2418600000	2377500000	2338900000	3185700000	3179500000	3579900000	3838900000	2.783e+09	1894500000	1730700000	1645900000	1750900000	2083900000	200	197	199	209	227	210	189	212	185	208	233	222	203	245	219	188	178	169	160	195	4048	
38	O00165	HAX1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	10469000	10116000	7222700	0	0	0	6593600	0	6382800	8477900	0	10255000	9122900	0	0	18477000	16831000	15650000	0	0	615850	595040	424860	0	0	0	387860	0	375460	498700	0	603230	536640	0	0	1086900	990040	920620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	3	0	0	1	1	3	0	0	13	
39	O00178	GTPBP1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	8340400	6327300	8642500	4087400	11771000	1930300	5676000	2346800	0	2171400	13400000	9512900	8390700	2979300	2788800	20949000	18169000	24948000	17895000	17528000	278010	210910	288080	136250	392370	64345	189200	78226	0	72381	446670	317100	279690	99309	92961	698310	605640	831610	596510	584260	4744800	4671500	5701900	0	5211200	0	4219600	0	0	0	6712000	5278000	5872600	0	0	7842500	6858600	14107000	11490000	11567000	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	2	2	2	10	
40	O00194	RAB27B	5	4	3	3	4	4	3	3	2	3	2	4	4	2	5	3	2	2	3	2	2	164740000	96200000	152440000	125670000	250770000	58223000	47587000	40838000	36510000	47938000	121030000	120530000	42008000	187510000	84697000	54826000	57658000	63894000	51150000	30904000	12672000	7400000	11726000	9667100	19290000	4478700	3660500	3141400	2808400	3687500	9310000	9271900	3231400	14424000	6515200	4217400	4435300	4914900	3934600	2377200	52940000	46708000	59666000	47312000	64843000	28470000	25906000	28537000	20827000	25307000	45881000	37124000	27750000	41870000	44467000	20296000	20611000	17207000	21443000	13601000	4	2	3	3	3	1	2	2	2	1	3	1	2	3	3	1	1	1	1	2	41	
41	O00203	AP3B1	3	1	2	2	2	3	3	2	2	0	3	2	2	0	3	2	2	1	2	1	2	21889000	18921000	18933000	20357000	39168000	24846000	6701700	13775000	0	27273000	26520000	19171000	0	27331000	25373000	21539000	17622000	21157000	21508000	21532000	397980	344020	344240	370130	712150	451750	121850	250450	0	495870	482190	348570	0	496920	461330	391620	320400	384670	391060	391500	0	0	0	0	15740000	15287000	12001000	0	0	13003000	14690000	0	0	12341000	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	
42	O00214	LGALS8	8	5	6	5	6	6	7	7	6	7	6	7	7	7	8	7	4	3	4	4	3	116180000	163650000	150900000	206600000	220260000	151080000	119310000	1.36e+08	144450000	150700000	226950000	208950000	229160000	2.9e+08	272320000	70408000	66857000	102440000	98678000	77704000	6114800	8613300	7942300	10873000	11593000	7951400	6279700	7157900	7602600	7931400	11945000	10997000	12061000	15263000	14332000	3705700	3518800	5391400	5193600	4089700	25965000	44971000	48399000	49374000	40233000	40392000	45140000	40140000	51741000	37051000	61103000	62194000	63090000	55523000	70640000	11671000	16327000	16092000	17586000	16919000	2	4	3	5	3	3	4	3	2	3	6	3	3	5	6	1	1	0	0	1	58	
43	O00231	PSMD11	2	0	1	0	0	0	0	0	1	0	0	2	1	1	2	2	1	0	0	1	0	0	60918000	0	0	0	0	0	23092000	0	0	53435000	20502000	36668000	53894000	44949000	34812000	0	0	29289000	0	0	2256200	0	0	0	0	0	855250	0	0	1979100	759340	1358100	1996100	1664800	1289300	0	0	1084800	0	0	0	0	0	0	0	0	0	0	0	32500000	0	0	30008000	31431000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	6	
44	O00232	PSMD12	4	3	2	3	2	2	2	3	2	2	1	2	2	4	3	3	1	2	1	2	1	47303000	17395000	34585000	21189000	38111000	21147000	23353000	26961000	9591300	13573000	34920000	25720000	51294000	28362000	17622000	21008000	43448000	42364000	29678000	12162000	1892100	695810	1383400	847560	1524500	845890	934130	1078400	383650	542900	1396800	1028800	2051800	1134500	704870	840320	1737900	1694600	1187100	486460	0	10596000	0	11380000	0	0	0	0	0	0	21403000	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	1	0	0	1	0	0	4	0	0	0	1	0	0	14	
45	O00264	PGRMC1	11	3	4	3	2	6	5	1	4	3	4	10	9	9	10	10	9	9	9	9	9	63980000	34524000	30920000	24574000	182710000	53441000	11688000	26922000	15238000	45007000	5271100000	5709700000	4733700000	5511700000	5155200000	5111300000	5436300000	5333500000	4786900000	4243300000	7997500	4315500	3865000	3071700	22838000	6680100	1460900	3365300	1904700	5625900	658890000	713710000	591720000	688960000	644400000	638920000	679540000	666680000	598360000	530420000	5868400	4374300	5514100	3287500	11311000	13776000	0	3341000	3817000	4664900	2303500000	2589500000	2019200000	2.093e+09	2372900000	1241200000	1334500000	1369200000	562020000	1258500000	1	1	1	1	2	1	1	0	0	1	19	17	14	20	22	19	17	19	18	19	193	
46	O00299	CLIC1	6	6	5	6	6	5	5	5	5	5	3	6	4	4	6	5	6	5	5	5	5	152100000	97851000	156290000	167710000	153350000	52845000	80645000	96481000	81579000	53393000	115040000	87750000	70178000	122750000	60155000	121880000	108640000	113970000	9.9e+07	100890000	10140000	6523400	10419000	11181000	10224000	3523000	5376300	6432000	5438600	3559600	7669200	5850000	4678500	8183600	4010400	8125600	7242500	7597700	6600000	6726200	36679000	47257000	37378000	43955000	36387000	24781000	27991000	31543000	35922000	0	36330000	30360000	37980000	34373000	23628000	25950000	22274000	24407000	24292000	28648000	2	2	2	1	2	1	1	1	0	0	3	2	0	4	1	1	1	1	0	1	26	
47	O00303	EIF3F	4	4	4	4	3	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	160690000	105880000	134920000	111950000	181770000	65051000	91619000	105660000	102410000	99646000	132210000	154590000	113400000	155230000	159120000	370260000	392900000	383760000	411030000	319520000	10712000	7058400	8994300	7463000	12118000	4336700	6107900	7044200	6827200	6643100	8814000	10306000	7559900	10349000	10608000	24684000	26194000	25584000	27402000	21301000	47544000	41072000	48611000	45052000	43850000	27567000	36975000	38796000	47088000	39277000	44839000	52329000	49447000	49568000	58904000	80215000	80925000	93891000	102500000	81721000	5	7	4	4	3	5	5	6	4	5	7	6	6	5	7	8	6	10	8	7	118	
48	O00410	IPO5	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	8633700	8775800	9468500	8123700	12018000	5117400	0	4455300	0	6704600	8944600	6296500	9319100	10977000	3572000	10125000	8704000	9205700	0	9566200	154170	156710	169080	145070	214610	91382	0	79560	0	119730	159730	112440	166410	196020	63786	180810	155430	164390	0	170830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	
49	O00422	SAP18	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	38947000	29709000	35051000	39157000	35055000	68806000	58801000	89892000	62423000	90672000	11701000	43294000	39888000	45188000	34706000	73014000	83185000	81784000	73734000	64784000	3540700	2700800	3186400	3559800	3186800	6255100	5345600	8172000	5674800	8242900	1063700	3935800	3626200	4108000	3155000	6637700	7562300	7434900	6703100	5889500	27350000	20402000	25777000	22897000	0	51115000	44901000	72325000	59498000	62709000	0	23728000	23060000	28748000	24030000	31497000	26985000	38444000	38496000	37593000	1	1	1	1	1	2	2	2	2	2	1	2	0	1	1	2	0	1	1	1	25	
50	O00425	IGF2BP3	10	6	5	7	6	7	8	9	8	7	8	6	9	7	7	8	7	8	7	8	5	219600000	165370000	205030000	257150000	284790000	369670000	378620000	340370000	378300000	357390000	295190000	479390000	364880000	374160000	438170000	773230000	827710000	905690000	775930000	587520000	7572400	5702300	7070200	8867300	9820500	12747000	13056000	11737000	13045000	12324000	10179000	16531000	12582000	12902000	15109000	26663000	28542000	31231000	26756000	20259000	43992000	46183000	44852000	56694000	35652000	62299000	72243000	68953000	91627000	64410000	68209000	87327000	89615000	77097000	97435000	90019000	98076000	114100000	105160000	93250000	4	3	3	5	5	7	4	5	5	6	4	6	9	5	6	7	9	7	8	10	118	
51	O00429	DNM1L	6	6	5	3	3	4	3	3	2	2	3	5	5	5	4	4	5	3	5	5	4	60112000	53710000	37116000	32932000	59897000	10589000	39439000	11908000	28329000	36653000	53154000	61651000	55908000	73560000	40567000	96814000	44476000	93665000	84314000	80982000	1202200	1074200	742320	658650	1197900	211780	788770	238160	566580	733050	1063100	1233000	1118200	1471200	811330	1936300	889510	1873300	1686300	1619600	15788000	19352000	20920000	21448000	13752000	5700600	0	12240000	9031900	8970600	26343000	23758000	26044000	27279000	11624000	15688000	12723000	20075000	19282000	21339000	4	2	2	4	2	0	0	0	0	0	4	3	4	1	1	2	1	4	4	4	42	
52	O00483	NDUFA4	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	58853000	56371000	0	29672000	49301000	53933000	37254000	44544000	43575000	45619000	86229000	80601000	70031000	83570000	62048000	54574000	58619000	71602000	104880000	65222000	9808800	9395200	0	4945400	8216900	8988900	6209100	7424000	7262600	7603100	14372000	13434000	11672000	13928000	10341000	9095700	9769900	11934000	17481000	10870000	29654000	40345000	0	0	20739000	31528000	26452000	28918000	32986000	25105000	52390000	55632000	53082000	49111000	49117000	0	0	0	41888000	26886000	1	1	0	1	1	0	0	0	0	0	1	2	2	2	2	0	0	0	0	0	13	
53	O00487	PSMD14	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	24425000	15623000	16894000	13282000	14714000	9081600	9492700	10633000	7670800	14930000	13106000	17224000	11479000	11507000	12419000	19804000	16019000	13112000	12859000	13110000	1628300	1041600	1126300	885440	980970	605440	632840	708860	511390	995320	873760	1148300	765250	767110	827930	1320300	1067900	874100	857240	874000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	
54	Q93008;O00507	USP9X;USP9Y	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1788800	0	0	5944200	2960000	2000700	0	1317300	0	6862100	3654200	2530900	5798100	0	10435000	8878200	8814700	8849200	6755600	0	14543	0	0	48327	24065	16266	0	10710	0	55790	29709	20577	47139	0	84839	72181	71664	71945	54924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	4	
55	O00541	PES1	4	4	3	4	2	3	3	3	3	4	2	1	3	2	2	2	2	3	2	2	2	73269000	36787000	58174000	14648000	78100000	72242000	52508000	64287000	44951000	58558000	8833300	30791000	12328000	14731000	46708000	34065000	58971000	41935000	34996000	29895000	2526500	1268500	2006000	505110	2693100	2491100	1810600	2216800	1550000	2019200	304600	1061800	425100	507980	1610600	1174700	2033500	1446000	1206800	1030900	19908000	14203000	16424000	11482000	26778000	38989000	23058000	39577000	15623000	39857000	15406000	16244000	11951000	16192000	23385000	16023000	22578000	16651000	20721000	15979000	4	1	3	1	4	5	2	3	5	3	1	1	0	0	1	3	4	1	2	1	45	
56	O00560	SDCBP	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27627000	31084000	35653000	37678000	0	0	20331000	0	0	0	0	0	0	0	0	0	0	0	0	0	2511600	2825900	3241200	3425300	0	0	1848300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	4	
57	O00567	NOP56	10	4	6	4	4	4	8	7	7	5	7	4	6	4	3	2	5	4	2	4	3	38462000	62405000	35582000	45910000	51154000	130880000	106990000	1.04e+08	86762000	133920000	23019000	47976000	28752000	19385000	13515000	62046000	64107000	25323000	54132000	42052000	1240700	2013000	1147800	1481000	1650100	4222000	3451100	3354700	2798800	4319900	742540	1547600	927470	625320	435980	2001500	2068000	816870	1746200	1356500	14634000	12423000	15520000	19178000	12562000	44077000	43510000	29445000	22293000	41559000	10354000	11287000	9938000	13403000	0	9809000	11163000	0	12082000	14057000	0	0	0	0	1	5	5	1	1	4	0	0	0	0	0	1	1	0	0	0	19	
58	O00571;O15523	DDX3X;DDX3Y	18	16	16	15	16	14	16	17	15	17	17	15	16	15	16	17	15	16	14	14	16	1392500000	1.17e+09	1361500000	1201400000	1.409e+09	1504400000	1831800000	1588600000	1647700000	1750600000	1568200000	1679500000	1939500000	1788200000	1473200000	4097200000	4134300000	4680200000	4109600000	3686800000	35705000	3e+07	34910000	30805000	36129000	38574000	46968000	40733000	42248000	44887000	40210000	43064000	49731000	45850000	37774000	105060000	106010000	1.2e+08	105380000	94532000	186690000	183420000	199340000	175480000	172140000	232450000	271140000	261340000	2.77e+08	253840000	273060000	283260000	327210000	284610000	270870000	387520000	377610000	451400000	437170000	396650000	18	17	16	19	15	22	22	18	20	19	22	25	19	27	26	29	27	37	28	34	460	
59	O00629	KPNA4	6	5	5	5	5	4	5	5	6	6	5	4	5	6	5	4	5	5	4	4	5	89117000	77090000	74396000	50828000	89681000	56675000	43738000	50961000	62310000	50528000	65442000	72828000	78104000	93881000	36437000	116920000	102650000	85336000	74494000	101090000	5569800	4818100	4649700	3176700	5605100	3542200	2733600	3185100	3894400	3158000	4090100	4551800	4881500	5867500	2277300	7307600	6415300	5333500	4655900	6318100	21916000	24657000	20786000	19275000	22955000	17143000	14417000	16452000	20193000	14899000	19568000	23738000	20977000	20900000	12218000	21939000	19905000	23299000	20393000	17649000	5	5	4	4	3	3	2	0	6	2	4	4	4	3	3	3	3	4	2	5	69	
60	O00743	PPP6C	2	2	2	2	1	2	2	2	2	0	2	2	1	0	2	1	1	1	1	2	1	14103000	9189400	10163000	2443700	30909000	13171000	8355000	10307000	0	11255000	17455000	7210900	0	15687000	5624800	8486100	8595000	4961200	11684000	7402300	881470	574340	635180	152730	1931800	823210	522190	644160	0	703440	1090900	450680	0	980450	351550	530380	537190	310080	730250	462640	7496800	5647000	5610800	0	9523700	6306400	0	6816300	0	6618500	7605800	6639600	0	6064600	0	0	0	0	4421800	0	2	0	1	0	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	11	
61	O00764	PDXK	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	5181000	7678400	6046100	8682100	0	0	4971300	3813900	0	3626600	4565800	0	4495300	3432200	11738000	4447100	0	3805100	0	0	370070	548460	431860	620150	0	0	355100	272420	0	259040	326130	0	321100	245160	838460	317650	0	271800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
62	O00767	SCD	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	33799000	30392000	29228000	0	48346000	10579000	12977000	0	0	0	57535000	51774000	47828000	72668000	44676000	0	0	0	0	0	2599900	2337800	2248300	0	3718900	813770	998190	0	0	0	4425700	3982600	3679100	5589900	3436600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	11	
63	O14494	PPAP2A	4	2	2	1	2	3	3	2	2	2	2	1	1	1	2	2	1	1	2	1	1	63906000	60080000	51030000	54169000	121410000	89851000	54708000	80292000	65781000	83445000	21254000	14610000	24470000	15859000	25787000	18523000	22833000	21269000	12168000	7371700	6390600	6008000	5103000	5416900	12141000	8985100	5470800	8029200	6578100	8344500	2125400	1461000	2447000	1585900	2578700	1852300	2283300	2126900	1216800	737170	31079000	27861000	33368000	29613000	23767000	24288000	23803000	35453000	28382000	32709000	8867200	0	20824000	0	11857000	13536000	14789000	14423000	0	0	2	1	1	0	3	2	0	1	0	1	2	0	0	0	2	0	0	0	0	0	15	
64	O14579	COPE	2	2	1	1	0	1	2	2	1	1	2	1	0	1	0	2	1	2	0	2	1	33375000	14442000	9887800	0	20805000	14606000	13301000	7087200	9274100	17966000	13164000	0	9529100	0	16988000	7457400	27420000	0	16893000	12361000	2225000	962770	659180	0	1387000	973710	886760	472480	618270	1197800	877600	0	635280	0	1132500	497160	1828000	0	1126200	824060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	1	1	0	0	1	2	0	0	0	2	1	2	0	0	0	16	
65	P47813;O14602	EIF1AX;EIF1AY	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	2	2	14240000	9231200	13738000	9977900	13621000	13268000	16485000	17542000	12776000	15356000	13772000	14407000	13273000	15743000	14313000	66206000	51810000	54464000	58134000	40645000	2034300	1318700	1962600	1425400	1945900	1895500	2355000	2505900	1825100	2193800	1967500	2058200	1896100	2248900	2044800	9458000	7401400	7780600	8304800	5806400	0	0	0	0	0	7177600	11500000	0	11149000	0	0	0	0	0	12404000	34984000	29044000	0	35966000	29438000	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	2	2	1	3	3	26	
66	O14617	AP3D1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	15868000	17983000	14182000	10974000	18621000	12149000	11136000	11241000	14362000	15156000	14006000	20194000	17973000	24639000	8731000	17228000	25334000	24853000	20401000	8173300	311150	352600	278080	215180	365110	238210	218350	220400	281620	297180	274630	395950	352420	483120	171200	337800	496750	487320	400020	160260	0	13251000	0	0	0	0	0	0	13178000	0	0	0	0	15342000	0	0	9637600	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	24	
67	O14656	TOR1A	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	6344100	5917200	5539000	0	6954000	2960100	2905100	3246200	2055500	0	5667700	5983100	5817700	5883700	5083100	8152000	0	7321200	7177800	5210700	373180	348070	325830	0	409060	174120	170890	190950	120910	0	333390	351950	342220	346100	299010	479530	0	430660	422220	306510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	12	
68	O14657	TOR1B	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	11495000	9708600	7571100	7577500	15446000	6810100	3692900	6854000	0	0	10755000	9760400	11859000	10476000	867600	9491800	9459900	7864700	8907100	8248500	676150	571090	445360	445740	908610	400590	217230	403180	0	0	632670	574140	697620	616260	51036	558340	556470	462630	523950	485200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	3	1	0	1	1	1	1	1	16	
69	O14744	PRMT5	3	1	2	2	3	3	2	1	1	2	1	2	2	3	1	2	2	3	2	3	1	17213000	23033000	20486000	26491000	30073000	20322000	9120200	10319000	15779000	12459000	20123000	31927000	28125000	14126000	14958000	36141000	48591000	33625000	36925000	15394000	537920	719790	640200	827840	939780	635060	285010	322470	493100	389360	628850	997710	878900	441450	467440	1129400	1518500	1050800	1153900	481060	0	0	0	11117000	9332200	0	0	0	0	0	17874000	0	12137000	0	0	0	10506000	0	11800000	0	0	0	0	1	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	6	
